URL,리뷰내용,업소명
https://m.place.naver.com/restaurant/18003461/review/visitor,"보해소주 판다길래 궁금해서 갔는데 이제 안판다네여 아쉬웠움
체리소주 레몬소주 신기해서 시켜봤는데 뭔가.. 신기한 맛이라 참이슬로 소독했다 한번쯤은 마셔봐두좋을드ㅛ
안주는 싸긴 한데 딱 ュ...ユ...그 가격대로 나오는 듯해서 실망하진 않았어여 그래도 맛은 있었구 돈가스 너무 궁금해서 나중에 먹으러 갈 것 같슺니다",겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,3차로 추천해요!,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,"오랜만에 가도 항상 익숙하고 좋은곳
치즈돈까스 필수에요💘
그리구 레몬소주 존맛,,,, 맛있다고 계속 먹다보면 금방 취해요~",겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,"건대 최애술집 중 하나입니다!
싸고 맛있고 친절하고.. 최고에요 :)",겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,"건대생이면 알 수 밖에 없는 곳
레몬소주 피쳐 국룰 ㅇㅈ?
못 가본 새내기 or 타대생 데리고 가기 딱 좋음
Back to the 90’s ୧ʕ•̀ᴥ•́ʔ୨",겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,"레트로한 분위기를 좋아해서 갔습니다!
넓은 매장에 테이블도 각각 떨어져 있어서 단체로 놀기도 너무 좋은 것 같아요
돈까스 먹으러 갔는데 저녁은 안주로만 팔더라고요! 안주로 먹었을 때는 가성비 좋다는 생각은 안들어서 그건 좀 아쉽 ㅠㅠ
그래도 무난하게 먹었어요. 스파게티는 적정가격 느낌! 맛있었어요 ㅎㅎㅎ
식사하면서 술먹을 걸 생각하고 간거라.. 가격대비 양이나 맛이 아쉬워서 다음에는 런치로만 갈 것 같은 느낌이 ㅠㅠ
레트로한 감성은 너무 좋아서 배부를 때 찾아가야겠어요 ㅋㅋㅋ",겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,위생도 그냥저냥 친철도도 그냥저냥인데 가성비가 좋아서 가요~ 돈없을때 가기좋은 술집입니다~ 맛은 약간 맛있는 학식 느낌인데 괜찮아요,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,음식이 맛있구 대화하기 좋아요.,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,"맛없음. 경양식 돈까스 맛집 찾다가 가봄. 진짜 너무 맛없음. 한입 먹고 충격받음. 차라리 시판 소스 사다 부으면 맛잇을텐데.. 돈까스는 냉동 사다 튀긴 것 같앗고 같이 나온 콩도 맛없고... 스파게티 소스는 시판이라 그나마 먹을 수 있는 수준이긴 했음. 경양식인데 정식 시켜도 스프도 안 나옴. 정식 구성 여쭤보니 생선, 함박, 돈까스라고 해놓고 막상 메뉴 나온 건 생선 대신 치즈였음. 여쭤보니 여름이라 생선은 상할까봐 취급 안 한대. 주문할 때랑 같은 분이엇는데 말 바로 바꾸고 황당했음. ㅋㅋㅋㅋ 인테리어 신기해서 음식 오래 걸려도 기대하면서 참았는데 나와서 핫도그 사먹음. 절대 가지마삼^^",겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,맛있게먹었어요ㅋㅋㅋㅋㅋㅋ좋아요,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,"레트로한 분위기고, 모임하기 좋아요! 레몬소주+돈까스 조합 추천해요",겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,겨울나그네는 당연히 조개탕에 사리 추가만 기억하시면 됩니다. 조사추!,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,독특하고 저렴해요,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,겨울 나그네는 추억 그 자체지ㅜ 레몬소주도 간만에 먹어서 너무 좋아씁니다!,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,가성비 좋운 추억의 술집이에요. 맛은 그냥 그렇고 ㅎㅎ 친절한 느낌은 아닙니다. 아주 가끔? 생각나면 들를 것 같아요,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,오마이갓… 13-14년만에 추억을 회상하려 갔는데 그만큼의 세월이 느껴질만큼의 악취가 많이 났습니다.. 벽에 스며든 곰팡이 냄새인지 술쩐내인지 모르는 불쾌한 냄새가 자꾸 나서 비위상해서 음식 먹기 힘들었어요ㅠㅠ 가격이 저렴한건 큰 장점이지만 그만큼의 맛이기도 하고 너무 기대가 컸는지 실망이 굉장히 크네요.. 옛날에 돈까스 먹던 그런 순수한 분위기가 아닌 젊은이들이 많이 오는 안주 싼 술집이 되어버렸네요 ㅠㅠ 몰랐습니다,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,"건대 경양식 겨울나그네 레트로감성이 느껴지는 분위기입니다
돈가스 스파게티 양도 많고 편안하게 먹었습니다
모임장소로 맥주한잔 하기도 좋겠어요",겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,건대에서 친구들이랑 자주 가는 술집! ㅎㅎㅎ 술 가격이 싸서 넘 좋아요.. 갈 때마다 배불러서 이것저것 많이 먹어보지는 못했지만 돈까스 정말 맛있어요~ 레몬소주는 친구들 최애라고 하네요 :),겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,굿굿,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,조아요,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,"안주 맛있고 술값 저렴해요. 소주가 3,500원이에요! 안주는 돈까스 존맛. 매장이 넓은데 테이블도 다 멀리 나눠져있어서 너무 편했어요.",겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,친절해서 자주 가요,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,친절하게 잘해 주네요,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,분위기 좋아요,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,추억돋았습니다 ><,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,술값이 상당히 저렴합니다,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,건대 근처라 가기 편하고 좋아요:),겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,굳,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,분위기가 옛날 감성이 느껴져요,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,늦게까지 먹기 좋아요 !!,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,여기 너무 좋아요. 술이 무척 저렴하고 안주가 맛있어요. 사장님도 넘 친절하시구요. 친구네 집 근처라 자주 오고 싶네요! :),겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,좋아요,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,친절하시구 좋아요,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,맛있네요!🤭,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,"주인인지 모르겠는데술 안 먹고 밥만 먹는다고 하니까 아줌마가 불친절 하셨어요..ㅋ 맛있다고 해서 찾아간 곳인데 일행이랑 기분 나빴고, 지저분 한것도 감안하고 가셔야 할 것 같아요.. ㅎ
손님이 많이 있어서 밥 손님이 안 반가울 순 있는데
그 날 저희가 두번째 팀이였고, 나갈때까지 새로운 팀은 없었습니다 ^___ㅠ",겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,굿,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,옛 추억이 있는 곳 좋아요,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,"재밌어요 추억이 새록새록ㅋㅋ술값두싸구요^^
들어가보삼ㅋㅋ",겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,커플한테 추천,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,레몬소주 먹으러 가는 곳......,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,두 번은 안갈듯해요,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,맛있고 저렴하고 친절하십니다 ^^,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,"🌟🌟🌟
중학교 시절 추억이 가득한 곳이여서 방문했는데
역시 추억은 추억으로만 묻어뒀어야 했다 ㅋㅋㅋㅋㅋ

그냥 딱 가성비 좋은 돈까스

오래된곳인만큼 낡고 조금 지저분한 느낌이 있다",겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,역시 분위기 최고에 돈까스 존맛,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,처음왔지만 수많은 추억들이 있는 곳임이 한눈에 느껴진다. 나 대학때 생각도 새록새록 났고.. 치즈돈가스 맛이 특이함 맛있어요. 미트볼 스파게티는 맛이 쎄요 맛은 있어요. 전체제으로 양이 살짝 작다고 느껴지는데 배고픈 상태가 아니여서 딱 알맞게 먹고 나왔습니다,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,좋아요정말,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,이모님친절해요,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,맛있구 가성비좋지만 아주머니 이날따라 기분안좋으셨나,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,안주는 강추 칵테일은 비추,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,이모 너무 친절💛💛,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,맛있어용,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,너무 친절하시고 맛있어요 음식이!,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,찐 추억의 장소,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,"추억의 맛입니다
또 방문할게요~~",겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,"돈까스 조금 탄맛나는데 맛있어요
미트스파게티가 더 맛있어요",겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,친절해요!,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,추억의 장소라 정말 좋아용,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,안주는 모르겠고...레몬소주가..b,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,맛있어요!,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,레몬소주 존맛탱,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,좋아요!,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,레몬소주 짱입니다.,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,ㅇㅇ,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,저렴한데 맛있어요!! 가성비 굿굿,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,"15년째 단골
영원히 이자리에 있어주세요",겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,특이한 구조 재밌어요,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,옛날 생각나서 가서 먹었는데 맛이 너무 없네요,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,레몬소주가 맛있어요,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,추천받아서 갔는데 분위기 최고오오...✌️ 구석자리 앉았는데 도란도란 이야기나누기 좋아요,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,그냥 동네 너무 오래된 술집..,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,#김치찌개맛집#레몬소주#분위기아늑#건대겨울나그네,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,굿~^^,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,감자튀김이 젤 맛나다 시설이 그리 좋지는 않다 싸긴싸고 레몬 소주가 맛있다,겨울나그네
https://m.place.naver.com/restaurant/18003461/review/visitor,가격은 저렴한데 그렇다고 착한가격같아보이진않음 ....맛별로 오래된거치곤,겨울나그네
https://m.place.naver.com/restaurant/93245461/review/visitor,배달시켜 먹는 단골입니다. 근처에 올 일이 있어서 처음으로 매장에서 먹었어요. 역시 바로 먹으니 더 맛있네요. 어떤 메뉴를 주문해도 후회하지 않을겁니다. 단호박 크림스프는 먹으면 사랑에 빠지실거예요😍,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,"저희 신랑이 광진구에 배민맛집으로 유명한 곳이 있다고 해서 와봤는데, 진짜 배민 라이더님이 계속 오시네요!
살찔까봐 백밀 잘 안먹는데 여긴 통밀빵이라 안심하고 맛있게 먹었어요!
브런치 단골집이 될거 같네요~",고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,리코타 치즈 샌드위치 정말 맛나요 ㅜㅜ 통밀로 하니 더 맛남,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,친구랑 둘이서 어대에서 산책하고 간단하게 샌드위치 먹으러 갔다가 홀린 듯 당근 케이크를 주문했어요 제가 단것을 안 좋아하는데 너무 맛있더라고요🥹 딱 엄청 달지도 않고 맛있었습니다 제가 커피를 먹으면 잠을 못 자는데 케이크랑 같이 먹는데 더 맛있더라고요 그래서 친구 거 뺏어 먹었어요😆 모든 연령대가 다 좋아할 맛이라 나중에 친구 생일 때 서프라이즈로 주기도 좋을 것 같아요! 바질 파니니 또한 제가 파니니 굽기를 되게 중요시 여기는데 아주 이븐 하게 구워졌더라고요 딱 겉바속촉이였습니다!🥰 너무 맛있게 먹었습니다 이렇게 두명이서 먹었는데 양 딱 좋았습니다! 오늘도 행복한 식사였습니다~☺️,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,"예전부터 좋아하던 고은별 샌드위치 !

통밀 치아바타에 바질 치킨 조합 언제 먹어도 맛있어요 바질 좋아하시면 도전해보세요 :)",고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,바질파니니 신메뉴로 나왔다해서 처음 먹어봤는데..진짜 미쳤습니다 이걸 이길 파니니는 없을거라고 확신해요 ㅠㅠㅠㅠ💓💓💓💓.. 정말정말 맛있네여 스파이시치킨플래터도 완전 강추.. 자주 오겠습니다 고은별 사장님 사랑해요옹 .. 🥹,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,"먹물 치아바타는 처음인데 맛있어요! 😌
실망시키지 않는 고은별..",고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,"매번 맛잇게 먹는 고은별 샌드위치에용
치아바타빵이 넘 맛잇네용",고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,"오늘 일어나자 마자 고은별 넘 먹고싶어서 포장해서 왔어요 ! 진짜 고은별 리코타는 언제먹어두 맛있네용 🥰
크림치즈도 진짜 ㅠㅠ 맛있습니다 !! 🥹 치킨과 리코타가 너무 잘어울려용 또 재방문 하겠습니댜 🩷
너무 맛있고 여유로운 아침식사였어요 감사합니다 💛💛",고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,아주 유명한 치아바타 맛집,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,"동네맛집이래서 와봤는데
맛있어용",고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,"대학 동기랑 함께 공강 시간에 점심 먹으러 왔어요!
저번에 방문했을 때 카페 분위기가 너무 좋고 대화 나누기에도 편하고 직원 분들이 다 친절하셔서 이번에 다시 방문하게 되었는데 유린기 샐러드 파스타 소스가 너무 맛있었고 야채들도 다 신선해서 너무 좋았어요! 😭😭🩷 갈릭 치킨 샌드위치는 샌드위치 양도 하프인데도 불구하고 엄청 크고 양이 많아서 반만 먹어도 배불렀어요!! 안에 들어가는 갈릭 드레싱이 너무너무 맛있어서 잊혀지지가 않아요…ㅜㅜ😚😚 가게 분위기도 너무 좋아서 데이트하러 와도 너무 좋을 것 같아요!! 완전 고은별 대박 추천이욤!! 완전 추천추천 광진구 대표 맛집이에요!!👍👍",고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,오늘은 포장했어요🥖🥖🥖 여기 치아바타 너무너무 맛있어요 ㅎ ㅡ ㅎ,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,남김없이 먹었습니다!!!,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,건강한 맛으로 샐러드/ 샌드위치 맛집입니다:) 🧡🧡,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,일찍부터 열어서 브런치 하기 너무나 좋아요! 항상 맛있고 분위기 좋고 친절하십니당,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,구운버섯 샐러드랑 이것저것 포장해서 와서 너무 맛있게 먹었어요 ! 진짜 크림치즈도 넘 맛있고 맛 없는 메뉴가 없네요 .. 정말 최고입니당🩷 밖에 테라스도 넘 예쁘니 고양이 손님도 있네용 ㅎㅎ 구운버섯 샐러드 넘 맛있어요 왕추천 입니당 !,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,"바질 샐러드 파스타 평 좋아서 포장했는데 소스가 맛있네요~
직접만드셔서 프레시한 향에 맛에~~^^ 깔끔하고 맛있었어욪
햄 샌드위치도 고소하고 담백하니 빵도 부드럽고 맛있네요.",고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,"혼자서 시험기간 당충전하러 왔다가 레전드 맛집 발견...
바질 파니니는 처음 먹어보는데 진짜 맛있었구 새로운 맛이었어요!
바질,토마토,치즈랑 설탕시럽이 생각외로 너무 잘어울리더라구요😘
내부도 조용하고 깔끔해서 간단하게 과제하기에도 딱 좋았어요! 👍
재방문의사 100프로구요 ㅎㅎ 방문하시는분들 바질파니니 꼭 드셔보세요...미쳤으니까...",고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,스프가 맛있는 브런치집 배달 시켜먹다가 매장 가봤는데 배달 주문 진짜 많음 샌드위치도 스프도 맛있고 플래터는 쏘쏘 빵이나 바질페스토나 직접 다 만드신다고 하는데 맛있었음,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,벌써 두번째방문! 동네에 브런치 카페가 있으니깐 너무 좋더라구요! 커피도 맛있고 샐러드도 샌드위치도존맛 ㅠㅠ 양도 많아서 배불러요 특히 스프가 맛있으니깐 꼭 먹어보세요!!,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,"여자친구가 너무 좋아해서 예약 후 포장 했습니다.
사장님도 친절하시고 음식 맛도 너무 좋았습니다.
지가 단호박을 별로 좋아하지 않는데 야기 스푸는
너무너무너무 맛있더라구요 ㅎㅎ",고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,샌드위치맛나요!!,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,특색있는 파스타와 파니니 너무 잘먹고 즐거운시간보내고왔습니다 또오고 싶은곳이에용^^♡,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,"지인 추천으로 방문하게 되었는데
홀 내부도 깔끔하고 인테리어도 잘 되어 있어서 머물기 편하고 참 좋았습니당! 유린기 샐러드 파스타가 진짜진짜진짜 너무 맛있었습니다! 샌드위치도 드레싱 하나하나까지 전부 수제라 그런지 먹기도 편하고 너무 좋았어요! 💕💕🩷🫰 기회가 된다면 또 꼭꼭 재방문하고 싶습니다 ㅎㅎ 👍👍",고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,단호박 크림 수프도 맛나요ㅋㅋㅋㅋㅋ,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,"여기 맛집입니다!!!
수비드 닭가슴살 치아바타 시켰는데요, 치아바타가 바게트처럼 바삭바삭하게 넘 매력적이고 닭가슴살과 채소의 조합이 넘 좋네요! 미니샐러드도 어쩜 이리 푸짐한가요! 멀리서 온 보람이 있네요! 하트❤️❤️",고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,저번에 왔었을 때 샌드위치 먹고 너무 맛있어서 다시 재방문 했어요!!이번엔 친구랑 같이 와서 이것저것 시켰는데 진짜 파스타랑 파니니 정말 맛있더라구요😘😘특히 소스를 직접 다 만드셔서 그런지 레시피 사장님께 여쭤보고 싶네요🤔😢😢🤗,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,"11월 이벤트세트로 먹었어요!
브레이크타임이 없어서 늦은 점심 먹으려고 찾다가 우연히 왔는데 너무 맛있어요 ,, 든든하게 먹고 갑니다! 혼밥으로 추천추천👍😝",고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,"오늘 처음 왔지만
쿠키도 맛있고 직접 만들어주시는 치아바타도 좋습니당!
자주 찾아뵐게요!
주문도 많이 하는 곳 같아요~❤",고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,어제에 이어 또 먹으러 왔습니다 ㅋㅋㅋ,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,"샌드위치
단호박스프
크림스프
커피
다맛잇엇습니다!!
또올게요!!",고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,"오늘도 넘 맛있게 먹었어요 브런치 플래터에 있는 치아바타랑 먹으려고 크림치즈 추가했는데 진짜 미친 맛 🥹🥹💕 아껴먹을거에요 .. ㅠㅠ
그리고 쿠키 맛집 고은별 🫰🏻 오늘도 잘먹었습니당",고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,분위기가 좋아요,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,"오랜만에 한강으로 나들이하러 가는데
건강하게 샐러드 같은 거 먹고 싶었어서
이번에 바질 샐러드파스타도전해봤어요!
진짜 모양이 너무 이뻐서 사진 찍을 때
기분 좋았습니다😭 바질 샐러드 파스타 진짜 프레시하고 먹으면 건강하고 새콤한데 고소해요! 반했어요! 바질치킨도 안에 내용물이 촉촉하고 또 먹고싶어요 통밀이어서 포만감이 있어 딱 좋았습니다👍 즐거운 저녁만들어 주셔서 감사합니다🤗 둘이서 먹기 딱 좋았던 세트였습니다 😍쿠키도 어쩜 겉바속촉💛",고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,"이른 아침이라 오픈한 곳을 찾기 어려웠는데 주차도 가능하고 너무 좋았어요. 우선 재료들이 다 너무 신선하고 양도 푸짐하더라고요.
샌드위치는 다 못먹고 가져가서 나중에 먹었네요^^
매장 내부고 아늑하고 자주 들릴 것 같아요.",고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,경찰서 근처 브런티 맛집!! 동네주민들이 추천해서 다녀왔는데 양도엄청많고 재료도 다 신선*_*,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,"자주이용하는 고은별이에요 ^^
단호박크림스프 맛있어요!",고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,동네 맛집으로 소문듣고 왔습니당~ 커피도 맛있구 단호박스프도 진짜 부드럽고 맛있어용! 담엔 플래터도 먹어볼래용!,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,항상 맛있어요! 단호박스프 추천이에요!,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,"거의 일주일 내내 내 아침., 조금 늦게 오면 조용해서 좋아요",고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,신선하고 건강한 재료에 건강한 맛이에요. 빵이 쫀득하고 포만감 있어요. 간편한 한끼 식사 대용으로도 좋아요.,고은별
https://m.place.naver.com/restaurant/93245461/review/visitor,"고은별의 바질과 리코타는 리빙 레전드에요.
너무 맛있어욥...
다들 많이 드셔보세요 o(^-^o)(o^-^)o",고은별
